taxon_id	taxon_rank	scientific_name	family	order	class	phylum	kingdom	superkingdom	c_value	tol_clade	scientific_name_underscore	type	tolid	data_type
3447	species	Ranunculus acris	Ranunculaceae	Ranunculales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	5.30078125	dicots	Ranunculus_acris	genomic_data	dmRanAcri1	pacbio
74828	species	Ranunculus bulbosus	Ranunculaceae	Ranunculales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	5.22265625	dicots	Ranunculus_bulbosus	genomic_data	dmRanBulb1	pacbio
415813	species	Reseda luteola	Resedaceae	Brassicales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.509765625	dicots	Reseda_luteola	genomic_data	ddResLuto1	hic-arima2
488216	species	Reynoutria japonica	Polygonaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.5	dicots	Reynoutria_japonica	genomic_data	dcReyJapo1	10x
488216	species	Reynoutria japonica	Polygonaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.5	dicots	Reynoutria_japonica	genomic_data	dcReyJapo1	pacbio
3610	species	Rhamnus cathartica	Rhamnaceae	Rosales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.6728515625	dicots	Rhamnus_cathartica	genomic_data	drRhaCath1	pacbio
175228	species	Ribes rubrum	Grossulariaceae	Saxifragales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.97021484375	dicots	Ribes_rubrum	genomic_data	drRibRubr1	hic-arima2
41241	species	Rumex acetosa	Polygonaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.40625	dicots	Rumex_acetosa	genomic_data	dcRumAcet1	hic-arima2
1155356	species	Rumex hydrolapathum	Polygonaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.091796875	dicots	Rumex_hydrolapathum	genomic_data	dcRumHydr1	10x
1155356	species	Rumex hydrolapathum	Polygonaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.091796875	dicots	Rumex_hydrolapathum	genomic_data	dcRumHydr1	hic-arima2
1155356	species	Rumex hydrolapathum	Polygonaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.091796875	dicots	Rumex_hydrolapathum	genomic_data	dcRumHydr1	pacbio
291096	species	Rumex sanguineus	Polygonaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.240234375	dicots	Rumex_sanguineus	genomic_data	dcRumSang1	10x
291096	species	Rumex sanguineus	Polygonaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.240234375	dicots	Rumex_sanguineus	genomic_data	dcRumSang1	pacbio
77064	species	Salix herbacea	Salicaceae	Malpighiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.578125	dicots	Salix_herbacea	genomic_data	ddSalHerb1	hic-arima2
75717	species	Salix reticulata	Salicaceae	Malpighiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.578125	dicots	Salix_reticulata	genomic_data	ddSalReti1	hic-arima2
268912	species	Salvia verbenaca	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.75	dicots	Salvia_verbenaca	genomic_data	daSalVerb1	pacbio
4202	species	Sambucus nigra	Adoxaceae	Dipsacales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	10.7578125	dicots	Sambucus_nigra	genomic_data	daSamNigr1	10x
4202	species	Sambucus nigra	Adoxaceae	Dipsacales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	10.7578125	dicots	Sambucus_nigra	genomic_data	daSamNigr1	pacbio
45176	species	Sarracenia purpurea	Sarraceniaceae	Ericales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	3.5	dicots	Sarracenia_purpurea	genomic_data	ddSarPurp1	hic-arima2
180561	species	Scabiosa columbaria	Caprifoliaceae	Dipsacales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.072265625	dicots	Scabiosa_columbaria	genomic_data	daScaColu1	hic-arima2
90363	species	Scrophularia nodosa	Scrophulariaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.642578125	dicots	Scrophularia_nodosa	genomic_data	daScrNodo1	pacbio
53169	species	Scutellaria galericulata	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.5791015625	dicots	Scutellaria_galericulata	genomic_data	daScuGale1	hic-arima2
53169	species	Scutellaria galericulata	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.5791015625	dicots	Scutellaria_galericulata	genomic_data	daScuGale1	pacbio
1053395	species	Scutellaria minor	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.5791015625	dicots	Scutellaria_minor	genomic_data	daScuMino1	pacbio
76276	species	Senecio vulgaris	Asteraceae	Asterales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.6572265625	dicots	Senecio_vulgaris	genomic_data	daSenVulg1	pacbio
29803	species	Sherardia arvensis	Rubiaceae	Gentianales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.2333984375	dicots	Sherardia_arvensis	genomic_data	daSheArve1	pacbio
39862	species	Silene acaulis	Caryophyllaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.568359375	dicots	Silene_acaulis	genomic_data	dcSilAcau1	hic-arima2
39862	species	Silene acaulis	Caryophyllaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.568359375	dicots	Silene_acaulis	genomic_data	dcSilAcau1	pacbio
39879	species	Silene dioica	Caryophyllaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.73046875	dicots	Silene_dioica	genomic_data	dcSilDioi1	pacbio
37657	species	Silene latifolia	Caryophyllaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.849609375	dicots	Silene_latifolia	genomic_data	dcSilLati1	pacbio
1534653	species	Smyrnium perfoliatum	Apiaceae	Apiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.712890625	dicots	Smyrnium_perfoliatum	genomic_data	drSmyPerf1	pacbio
45834	species	Solanum dulcamara	Solanaceae	Solanales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.037109375	dicots	Solanum_dulcamara	genomic_data	daSolDulc1	10x
45834	species	Solanum dulcamara	Solanaceae	Solanales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.037109375	dicots	Solanum_dulcamara	genomic_data	daSolDulc1	hic-arima2
45834	species	Solanum dulcamara	Solanaceae	Solanales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.037109375	dicots	Solanum_dulcamara	genomic_data	daSolDulc1	pacbio
36599	species	Sorbus aucuparia	Rosaceae	Rosales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.7080078125	dicots	Sorbus_aucuparia	genomic_data	drSorAucu1	10x
36599	species	Sorbus aucuparia	Rosaceae	Rosales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.7080078125	dicots	Sorbus_aucuparia	genomic_data	drSorAucu1	hic-arima2
1060938	species	Stachys palustris	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.6865234375	dicots	Stachys_palustris	genomic_data	daStaPalu1	10x
1060938	species	Stachys palustris	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.6865234375	dicots	Stachys_palustris	genomic_data	daStaPalu1	hic-arima2
1060938	species	Stachys palustris	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.6865234375	dicots	Stachys_palustris	genomic_data	daStaPalu1	pacbio
13274	species	Stellaria media	Caryophyllaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.2587890625	dicots	Stellaria_media	genomic_data	dcSteMedi1	10x
13274	species	Stellaria media	Caryophyllaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.2587890625	dicots	Stellaria_media	genomic_data	dcSteMedi1	hic-arima2
13274	species	Stellaria media	Caryophyllaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.2587890625	dicots	Stellaria_media	genomic_data	dcSteMedi1	pacbio
169241	species	Suaeda vera	Chenopodiaceae	Caryophyllales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.0546875	dicots	Suaeda_vera	genomic_data	dcSuaVera1	pacbio
128002	species	Tanacetum vulgare	Asteraceae	Asterales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	4.43359375	dicots	Tanacetum_vulgare	genomic_data	daTanVulg1	10x
128002	species	Tanacetum vulgare	Asteraceae	Asterales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	4.43359375	dicots	Tanacetum_vulgare	genomic_data	daTanVulg1	hic-arima2
128002	species	Tanacetum vulgare	Asteraceae	Asterales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	4.43359375	dicots	Tanacetum_vulgare	genomic_data	daTanVulg1	pacbio
53176	species	Teucrium chamaedrys	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.94873046875	dicots	Teucrium_chamaedrys	genomic_data	daTeuCham1	hic-arima2
204219	species	Thymus serpyllum	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.0126953125	dicots	Thymus_serpyllum	genomic_data	daThySerp1	10x
204219	species	Thymus serpyllum	Lamiaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.0126953125	dicots	Thymus_serpyllum	genomic_data	daThySerp1	pacbio
172266	species	Tilia cordata	Malvaceae	Malvales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.197265625	dicots	Tilia_cordata	genomic_data	ddTilCord1	hic-arima2
57577	species	Trifolium pratense	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.55615234375	dicots	Trifolium_pratense	genomic_data	drTriPrat1	pacbio
57577	species	Trifolium pratense	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.55615234375	dicots	Trifolium_pratense	genomic_data	drTriPrat2	hic-arima2
212754	species	Trollius europaeus	Ranunculaceae	Ranunculales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	15.5	dicots	Trollius_europaeus	genomic_data	dmTroEuro1	10x
212754	species	Trollius europaeus	Ranunculaceae	Ranunculales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	15.5	dicots	Trollius_europaeus	genomic_data	dmTroEuro1	pacbio
118778	species	Tussilago farfara	Asteraceae	Asterales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.880859375	dicots	Tussilago_farfara	genomic_data	daTusFarf1	pacbio
3902	species	Ulex europaeus	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	3.900390625	dicots	Ulex_europaeus	genomic_data	drUleEuro1	10x
3902	species	Ulex europaeus	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	3.900390625	dicots	Ulex_europaeus	genomic_data	drUleEuro1	hic-arima2
3902	species	Ulex europaeus	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	3.900390625	dicots	Ulex_europaeus	genomic_data	drUleEuro1	pacbio
183318	species	Ulex minor	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	3.400390625	dicots	Ulex_minor	genomic_data	drUleMino1	hic-arima2
262084	species	Ulmus minor	Ulmaceae	Rosales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.9599609375	dicots	Ulmus_minor	genomic_data	drUlmMino1	hic-arima2
3501	species	Urtica dioica	Urticaceae	Rosales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.99609375	dicots	Urtica_dioica	genomic_data	drUrtDioi1	pacbio
473050	species	Urtica urens	Urticaceae	Rosales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.41748046875	dicots	Urtica_urens	genomic_data	drUrtUren1	10x
473050	species	Urtica urens	Urticaceae	Rosales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.41748046875	dicots	Urtica_urens	genomic_data	drUrtUren1	hic-arima2
473050	species	Urtica urens	Urticaceae	Rosales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.41748046875	dicots	Urtica_urens	genomic_data	drUrtUren1	pacbio
190548	species	Vaccinium uliginosum	Ericaceae	Ericales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.6748046875	dicots	Vaccinium_uliginosum	genomic_data	ddVacUlig1	hic-arima2
180772	species	Vaccinium vitis-idaea	Ericaceae	Ericales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.6748046875	dicots	Vaccinium_vitis-idaea	genomic_data	ddVacViti1	hic-arima2
19953	species	Valeriana officinalis	Caprifoliaceae	Dipsacales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.095703125	dicots	Valeriana_officinalis	genomic_data	daValOffi3	hic-arima2
79772	species	Verbena officinalis	Verbenaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.69921875	dicots	Verbena_officinalis	genomic_data	daVerOffi1	10x
79772	species	Verbena officinalis	Verbenaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.69921875	dicots	Verbena_officinalis	genomic_data	daVerOffi1	hic-arima2
79772	species	Verbena officinalis	Verbenaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	0.69921875	dicots	Verbena_officinalis	genomic_data	daVerOffi1	pacbio
165330	species	Veronica chamaedrys	Plantaginaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.703125	dicots	Veronica_chamaedrys	genomic_data	daVerCham1	10x
165330	species	Veronica chamaedrys	Plantaginaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.703125	dicots	Veronica_chamaedrys	genomic_data	daVerCham1	hic-arima2
165330	species	Veronica chamaedrys	Plantaginaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.703125	dicots	Veronica_chamaedrys	genomic_data	daVerCham1	pacbio
202477	species	Veronica hederifolia	Plantaginaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.7451171875	dicots	Veronica_hederifolia	genomic_data	daVerHede4	pacbio
165318	species	Veronica spicata	Plantaginaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.068359375	dicots	Veronica_spicata	genomic_data	daVerSpic1	hic-arima2
165318	species	Veronica spicata	Plantaginaceae	Lamiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.068359375	dicots	Veronica_spicata	genomic_data	daVerSpic1	pacbio
237945	species	Viburnum lantana	Adoxaceae	Dipsacales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	3.25	dicots	Viburnum_lantana	genomic_data	daVibLant1	pacbio
3905	species	Vicia cracca	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	5.28125	dicots	Vicia_cracca	genomic_data	drVicCrac1	10x
3905	species	Vicia cracca	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	5.28125	dicots	Vicia_cracca	genomic_data	drVicCrac1	hic-arima2
3905	species	Vicia cracca	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	5.28125	dicots	Vicia_cracca	genomic_data	drVicCrac1	pacbio
3908	species	Vicia sativa	Fabaceae	Fabales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.55859375	dicots	Vicia_sativa	genomic_data	drVicSati1	pacbio
97441	species	Viola odorata	Violaceae	Malpighiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.408203125	dicots	Viola_odorata	genomic_data	ddVioOdor1	hic-arima2
214052	species	Viola riviniana	Violaceae	Malpighiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	1.1005859375	dicots	Viola_riviniana	genomic_data	ddVioRivi1	hic-arima2
214053	species	Viola tricolor	Violaceae	Malpighiales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	2.001953125	dicots	Viola_tricolor	genomic_data	ddVioTric1	hic-arima2
3972	species	Viscum album	Viscaceae	Santalales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	82.375	dicots	Viscum_album	genomic_data	drVisAlbu1	10x
3972	species	Viscum album	Viscaceae	Santalales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	82.375	dicots	Viscum_album	genomic_data	drVisAlbu1	hic-arima2
3972	species	Viscum album	Viscaceae	Santalales	Magnoliopsida	Streptophyta	Viridiplantae	Eukaryota	82.375	dicots	Viscum_album	genomic_data	drVisAlbu1	pacbio
72669	species	Antedon bifida	Antedonidae	Comatulida	Crinoidea	Echinodermata	Metazoa	Eukaryota	1.6552734375	echinoderms	Antedon_bifida	genomic_data	ecAntBifi1	hic-arima2
72669	species	Antedon bifida	Antedonidae	Comatulida	Crinoidea	Echinodermata	Metazoa	Eukaryota	1.6552734375	echinoderms	Antedon_bifida	genomic_data	ecAntBifi1	pacbio
7604	species	Asterias rubens	Asteriidae	Forcipulatida	Asteroidea	Echinodermata	Metazoa	Eukaryota	0.60009765625	echinoderms	Asterias_rubens	genomic_data	eAstRub1	hic-dovetail
7604	species	Asterias rubens	Asteriidae	Forcipulatida	Asteroidea	Echinodermata	Metazoa	Eukaryota	0.60009765625	echinoderms	Asterias_rubens	genomic_data	eAstRub1	illumina
7604	species	Asterias rubens	Asteriidae	Forcipulatida	Asteroidea	Echinodermata	Metazoa	Eukaryota	0.60009765625	echinoderms	Asterias_rubens	genomic_data	eAstRub1	pacbio
1276929	species	Asterina gibbosa	Asterinaceae	Asterinales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	0.045501708984375	echinoderms	Asterina_gibbosa	genomic_data	eaAstGibb1	hic-arima2
46515	species	Asterina gibbosa	Asterinidae	Valvatida	Asteroidea	Echinodermata	Metazoa	Eukaryota	0.759765625	echinoderms	Asterina_gibbosa	genomic_data	eaAstGibb1	hic-arima2
7648	species	Echinus esculentus	Echinidae	Camarodonta	Echinoidea	Echinodermata	Metazoa	Eukaryota	0.705078125	echinoderms	Echinus_esculentus	genomic_data	eeEchEscu1	10x
7648	species	Echinus esculentus	Echinidae	Camarodonta	Echinoidea	Echinodermata	Metazoa	Eukaryota	0.705078125	echinoderms	Echinus_esculentus	genomic_data	eeEchEscu1	hic-arima2
7648	species	Echinus esculentus	Echinidae	Camarodonta	Echinoidea	Echinodermata	Metazoa	Eukaryota	0.705078125	echinoderms	Echinus_esculentus	genomic_data	eeEchEscu1	pacbio
7609	species	Marthasterias glacialis	Asteriidae	Forcipulatida	Asteroidea	Echinodermata	Metazoa	Eukaryota	0.66748046875	echinoderms	Marthasterias_glacialis	genomic_data	eaMarGlac1	10x
7609	species	Marthasterias glacialis	Asteriidae	Forcipulatida	Asteroidea	Echinodermata	Metazoa	Eukaryota	0.66748046875	echinoderms	Marthasterias_glacialis	genomic_data	eaMarGlac1	hic-arima2
7609	species	Marthasterias glacialis	Asteriidae	Forcipulatida	Asteroidea	Echinodermata	Metazoa	Eukaryota	0.66748046875	echinoderms	Marthasterias_glacialis	genomic_data	eaMarGlac1	pacbio
55617	species	Ophiocomina nigra	Ophiocomidae	Amphilepidida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota	2.349609375	echinoderms	Ophiocomina_nigra	genomic_data	eoOphNigr1	hic-arima2
55617	species	Ophiocomina nigra	Ophiocomidae	Amphilepidida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota	2.349609375	echinoderms	Ophiocomina_nigra	genomic_data	eoOphNigr1	pacbio
35052	species	Ophiopholis aculeata	Ophiactidae	Amphilepidida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota	2.349609375	echinoderms	Ophiopholis_aculeata	genomic_data	eoOphAcul1	10x
35052	species	Ophiopholis aculeata	Ophiactidae	Amphilepidida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota	2.349609375	echinoderms	Ophiopholis_aculeata	genomic_data	eoOphAcul1	hic-arima2
35052	species	Ophiopholis aculeata	Ophiactidae	Amphilepidida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota	2.349609375	echinoderms	Ophiopholis_aculeata	genomic_data	eoOphAcul1	pacbio
70180	species	Ophiothrix fragilis	Ophiotrichidae	Amphilepidida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota	2.349609375	echinoderms	Ophiothrix_fragilis	genomic_data	eoOphFrag1	hic-arima2
72672	species	Ophiura albida	Ophiuridae	Amphilepidida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota	2.8828125	echinoderms	Ophiura_albida	genomic_data	eoOphAlbi1	hic-arima2
72672	species	Ophiura albida	Ophiuridae	Amphilepidida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota	2.8828125	echinoderms	Ophiura_albida	genomic_data	eoOphAlbi1	pacbio
72672	species	Ophiura albida	Ophiuridae	Amphilepidida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota	2.8828125	echinoderms	Ophiura_albida	genomic_data	eoOphAlbi2	hic-arima2
7660	species	Psammechinus miliaris	Parechinidae	Camarodonta	Echinoidea	Echinodermata	Metazoa	Eukaryota	0.82568359375	echinoderms	Psammechinus_miliaris	genomic_data	eePsaMili1	10x
7660	species	Psammechinus miliaris	Parechinidae	Camarodonta	Echinoidea	Echinodermata	Metazoa	Eukaryota	0.82568359375	echinoderms	Psammechinus_miliaris	genomic_data	eePsaMili1	hic-arima2
40830	species	Barbus barbus	Cyprinidae	Cypriniformes	Actinopteri	Chordata	Metazoa	Eukaryota	1.802734375	fish	Barbus_barbus	genomic_data	fBarBab1	pacbio
56720	species	Lipophrys pholis	Blenniidae	Blenniiformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.7900390625	fish	Lipophrys_pholis	genomic_data	fLipPho2	10x
56720	species	Lipophrys pholis	Blenniidae	Blenniiformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.7900390625	fish	Lipophrys_pholis	genomic_data	fLipPho2	hic-arima2
56720	species	Lipophrys pholis	Blenniidae	Blenniiformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.7900390625	fish	Lipophrys_pholis	genomic_data	fLipPho2	pacbio
76143	species	Malacosteus niger	Stomiidae	Stomiiformes	Actinopteri	Chordata	Metazoa	Eukaryota	1.2998046875	fish	Malacosteus_niger	genomic_data	fMalNig1	10x
76143	species	Malacosteus niger	Stomiidae	Stomiiformes	Actinopteri	Chordata	Metazoa	Eukaryota	1.2998046875	fish	Malacosteus_niger	genomic_data	fMalNig1	hic-arima
76143	species	Malacosteus niger	Stomiidae	Stomiiformes	Actinopteri	Chordata	Metazoa	Eukaryota	1.2998046875	fish	Malacosteus_niger	genomic_data	fMalNig1	pacbio
56726	species	Pholis gunnellus	Pholidae	Perciformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.72021484375	fish	Pholis_gunnellus	genomic_data	fPhoGun1	10x
56726	species	Pholis gunnellus	Pholidae	Perciformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.72021484375	fish	Pholis_gunnellus	genomic_data	fPhoGun1	hic-arima2
56726	species	Pholis gunnellus	Pholidae	Perciformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.72021484375	fish	Pholis_gunnellus	genomic_data	fPhoGun1	pacbio
8032	species	Salmo trutta	Salmonidae	Salmoniformes	Actinopteri	Chordata	Metazoa	Eukaryota	2.94140625	fish	Salmo_trutta	genomic_data	fSalTru1	10x
8032	species	Salmo trutta	Salmonidae	Salmoniformes	Actinopteri	Chordata	Metazoa	Eukaryota	2.94140625	fish	Salmo_trutta	genomic_data	fSalTru1	bionano
8032	species	Salmo trutta	Salmonidae	Salmoniformes	Actinopteri	Chordata	Metazoa	Eukaryota	2.94140625	fish	Salmo_trutta	genomic_data	fSalTru1	hic-arima
8032	species	Salmo trutta	Salmonidae	Salmoniformes	Actinopteri	Chordata	Metazoa	Eukaryota	2.94140625	fish	Salmo_trutta	genomic_data	fSalTru1	pacbio
61643	species	Taurulus bubalis	Cottidae	Perciformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.841796875	fish	Taurulus_bubalis	genomic_data	fTauBub2	10x
61643	species	Taurulus bubalis	Cottidae	Perciformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.841796875	fish	Taurulus_bubalis	genomic_data	fTauBub2	hic-arima2
61643	species	Taurulus bubalis	Cottidae	Perciformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.841796875	fish	Taurulus_bubalis	genomic_data	fTauBub2	pacbio
36212	species	Trachurus trachurus	Carangidae	Carangiformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.91015625	fish	Trachurus_trachurus	genomic_data	fTraTra1	10x
36212	species	Trachurus trachurus	Carangidae	Carangiformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.91015625	fish	Trachurus_trachurus	genomic_data	fTraTra1	hic-arima
36212	species	Trachurus trachurus	Carangidae	Carangiformes	Actinopteri	Chordata	Metazoa	Eukaryota	0.91015625	fish	Trachurus_trachurus	genomic_data	fTraTra1	pacbio
5341	species	Agaricus bisporus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	0.03338623046875	fungi	Agaricus_bisporus	genomic_data	gfAgaBisp1	hic-arima2
5341	species	Agaricus bisporus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	0.03338623046875	fungi	Agaricus_bisporus	genomic_data	gfAgaBisp1	pacbio
47427	species	Armillaria gallica	Physalacriaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	0.08447265625	fungi	Armillaria_gallica	genomic_data	gfArmGall1	pacbio
63146	species	Calocera viscosa	Dacrymycetaceae	Dacrymycetales	Dacrymycetes	Basidiomycota	Fungi	Eukaryota	0.029998779296875	fungi	Calocera_viscosa	genomic_data	gfCalVisc1	hic-arima2
174074	species	Cladonia squamosa	Cladoniaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	0.035003662109375	fungi	Cladonia_squamosa	genomic_data	glClaSqua6	pacbio
174074	species	Cladonia squamosa	Cladoniaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	0.035003662109375	fungi	Cladonia_squamosa	genomic_data	glClaSqua8	hic-arima2
71717	species	Coprinellus micaceus	Psathyrellaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	0.036651611328125	fungi	Coprinellus_micaceus	genomic_data	gfCopMica1	hic-arima2
105696	species	Epicoccum nigrum	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	0.0408935546875	fungi	Epicoccum_nigrum	genomic_data	gdEpiNigr1	hic-arima2
105696	species	Epicoccum nigrum	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	0.0408935546875	fungi	Epicoccum_nigrum	genomic_data	gdEpiNigr1	pacbio
38945	species	Flammulina velutipes	Physalacriaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	0.0360107421875	fungi	Flammulina_velutipes	genomic_data	gfFlaVelt1	hic-arima2
